#,Zerpmon,Types,,White Move #1,Dmg,Type,ID,%,White Move #2,Dmg,Type,ID,%,Gold Move #1,Dmg,Type,ID,%,Gold Move #2,Dmg,Type,ID,%,Purple Move #1,Stars,ID,%,Purple Move #2,Stars,ID,%,Blue Move,ID,%,Miss,ID,%,NFToken ID
270,Glacialsaur,Ice,,Arctic Avalanche,120,Ice,#114,17.00%,Glacial Crush,100,Ice,#111,20.00%,Close Combat,85,Fighting,#136,8.00%,Bedrock Blast,70,Rock,#243,10.00%,Blizzard Cataclysm,****,#122,10.00%,Ice Wall,***,#121,9.00%,Counter,#389,9.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E1E226EBF00000124
271,Pigloo,Ice,Ground,Frozen Tundra,125,Ice,#402,16.00%,Sandblast,50,Ground,#162,9.00%,Electro Ball,70,Electric,#99,13.00%,Shockwave Smash,85,Electric,#100,20.00%,Taunt and Tease,****,#32,12.00%,Freeze Ray,**,#120,9.00%,Backflip,#378,10.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E224273B400000119
272,Permafluff,Ice,Electric,Sparkle Wave,50,Fairy,#324,9.00%,Bone Breaker,100,Fighting,#129,20.00%,Zap Cannon,80,Electric,#91,13.00%,Crystal Crush,85,Ice,#118,9.00%,Ice Wall,***,#121,22.00%,Bubble Barrier,**,#66,11.00%,Burrow,#385,6.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E392844B50000011A
273,Zephear,Dark,Undead,Midnight Maul,80,Dark,#289,17.00%,Demonic Deluge,100,Undead,#364,25.00%,Cursed Cut,55,Ghost,#260,7.00%,Obilivion Orb,70,Dark,#297,11.00%,Death's Dominion,****,#374,7.00%,Nocturnal Nightmare,****,#302,10.00%,Riftwalk,#381,12.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3F8E01E200000147
274,Torrentaur,Dark,Fighting,Dark Energy Blast,100,Dark,#291,20.00%,Fatal Sneak Attack,125,Fighting,#395,10.00%,Smack Down,70,Fighting,#135,14.00%,Bolt Blade,70,Steel,#315,13.00%,Guard Up,***,#139,12.00%,Metallic Harden,***,#319,8.00%,Shadow Swap,#382,13.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E11C25FE000000145
275,Cosmihawk,Cosmic,Flying,Galactic Singularity,120,Cosmic,#348,17.00%,Meteor Rush,120,Rock,#239,9.00%,Whirlwind Whack,70,Flying,#189,10.00%,Solar Storm,70,Cosmic,#351,10.00%,Charm Beam,**,#336,15.00%,Brave Bird,***,#193,16.00%,Fly,#391,9.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E28A830E100000146
276,Psychodile,Psychic,Water,Psyshock Slam,100,Psychic,#202,19.00%,Dimensional Lazer,125,Cosmic,#396,20.00%,Psychic Surge,55,Psychic,#206,10.00%,Omega Steel Strike,85,Steel,#316,12.00%,Aqua Veil,***,#67,11.00%,Oceanic Domain,*****,#455,5.00%,Mirage,#383,10.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5A93D7D80000013D
277,Lunagon,Dragonling,,Tailwhip,50,Dragon,#270,7.00%,Whitefire,125,Dragon,#410,16.00%,Supernova,70,Dragon,#279,19.00%,Solar Storm,70,Cosmic,#351,15.00%,Blind,*****,#442,10.00%,Special Talent,****,#446,6.00%,Backflip,#378,6.00%,Miss,#1,21.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7179A8D90000013E
278,Darb,Dark,Rock,Mental Shockwave,100,Psychic,#201,19.00%,Obsidian Blast,100,Rock,#238,14.00%,Night Terror,70,Ghost,#261,7.00%,Obilivion Orb,70,Dark,#297,9.00%,Dark Cloud,*****,#444,9.00%,Special Talent,****,#446,14.00%,Block,#394,12.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E885F79DA0000013F
279,Enzone,Cosmic,Grass,Thorn Blizzard,120,Grass,#77,20.00%,Zap Cannon,80,Electric,#91,7.00%,Aurora Blast,55,Cosmic,#350,10.00%,Solar Storm,70,Cosmic,#351,13.00%,Wonderland,****,#470,12.00%,Strong Winds,*****,#462,17.00%,,,,Miss,#1,21.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9F454ADB00000140
280,Krakno,Water,,Demonic Deluge,100,Undead,#364,16.00%,Vortex Tsunami,125,Water,#399,18.00%,Torrential Tempest,70,Water,#63,10.00%,Psychic Surge,55,Psychic,#206,7.00%,Rapid Evolution,****,#464,8.00%,Total Darkness,*****,#468,13.00%,Mirage,#383,2.00%,Miss,#1,26.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB62B1BDC00000141
281,Aquanix,Ground,Water,Hydro Cannon,80,Water,#56,15.00%,Earthquake,100,Ground,#165,12.00%,Blaze Rush,40,Dragon,#277,8.00%,Infernal Explosion,85,Fire,#46,14.00%,Disarm,*****,#441,13.00%,Special Talent,****,#446,18.00%,,,,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ECD10ECDD00000142
282,Pyrotorm,Fire,Ground,Fireball Storm,120,Fire,#42,16.00%,Ground Shatter,100,Ground,#166,9.00%,Dimensional Shredder,85,Dragon,#280,8.00%,Infernal Explosion,85,Fire,#46,8.00%,Hellfire,*****,#454,20.00%,Deafening Scream,***,#453,10.00%,,,,Miss,#1,29.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE3F6BDDE00000143
283,Steelonix,Dark,Steel,Twilight Takedown,50,Dark,#288,10.00%,Metal Fang,100,Steel,#309,21.00%,Obilivion Orb,70,Dark,#297,20.00%,Close Combat,85,Fighting,#136,9.00%,Metallic Harden,***,#319,12.00%,Iron Defense,**,#318,9.00%,,,,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E6D59A3E400000149
284,Goblino,Normal,,Cheeky Pinch,50,Normal,#415,14.00%,Wild Rush,80,Normal,#15,12.00%,Malicious Pinch,70,Dark,#416,20.00%,Jet Strike,55,Normal,#26,11.00%,Disarm,*****,#441,18.00%,Confuse Ray,*,#29,10.00%,,,,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E843F74E50000014A
285,Tidelin,Water,,Cheeky Pinch,50,Normal,#415,14.00%,Tidal Wave,80,Water,#55,12.00%,Malicious Pinch,70,Dark,#416,20.00%,Water Whip,55,Water,#62,11.00%,Disarm,*****,#441,20.00%,Confuse Ray,*,#29,9.00%,,,,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9B2545E60000014B
286,Pyrolin,Fire,,Cheeky Pinch,50,Normal,#415,14.00%,Magma Blast,80,Fire,#38,12.00%,Malicious Pinch,70,Dark,#416,20.00%,Searing Strike,55,Fire,#44,10.00%,Disarm,*****,#441,20.00%,Confuse Ray,*,#29,10.00%,,,,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB20B16E70000014C
287,Thunderlin,Electric,,Cheeky Pinch,50,Normal,#415,14.00%,Zap Cannon,80,Electric,#91,12.00%,Malicious Pinch,70,Dark,#416,20.00%,Spark Shuriken,55,Electric,#98,11.00%,Disarm,*****,#441,19.00%,Confuse Ray,*,#29,9.00%,,,,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC8F0E7E80000014D
288,Leaflin,Grass,,Cheeky Pinch,50,Normal,#415,10.00%,Bramble Barrage,80,Grass,#73,10.00%,Malicious Pinch,70,Dark,#416,15.00%,Pollen Puff,55,Grass,#80,10.00%,Disarm,*****,#441,16.00%,Leaf Wrap,*****,#443,18.00%,,,,Miss,#1,21.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EDFD6B8E90000014E
289,Horleaf,Grass,Ground,Bramble Barrage,80,Grass,#73,11.00%,Bump and Run,100,Normal,#20,27.00%,Chlorophyll Charge,85,Grass,#82,19.00%,Tremor Shake,70,Ground,#171,14.00%,Seed Scatter,***,#85,8.00%,Floral Fusion,****,#86,6.00%,Dodge,#376,5.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF6BC89EA0000014F
290,Taurleaf,Grass,Ground,Forest Fury,100,Grass,#76,19.00%,Death Charge,120,Normal,#23,21.00%,Fissure Quake,85,Ground,#172,11.00%,Geode Grenade,85,Rock,#244,12.00%,Iron Defense,**,#318,9.00%,Rock Shield,**,#246,8.00%,Burrow,#385,8.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E0DA25AEB00000150
291,Serpentile,Poison,Grass,Venomous Bite,50,Poison,#144,11.00%,Poisonous Whirlwind,80,Poison,#146,18.00%,Noxious Eruption,85,Poison,#154,12.00%,Leaf Tornado,70,Grass,#81,17.00%,Leaf Wrap,*****,#443,11.00%,Toxic Wasteland,*****,#460,10.00%,Burrow,#385,4.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E24882BEC00000151
292,Cobrakong,Poison,Grass,Photosynthesis Flare,120,Grass,#78,16.00%,Venoshock,120,Poison,#150,10.00%,Tremor Shake,70,Ground,#171,15.00%,Chlorophyll Charge,85,Grass,#82,12.00%,Petal Dance,*,#83,18.00%,Toxic Wasteland,*****,#460,13.00%,,,,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3B6DFCED00000152
293,Emberquill,Fire,Flying,Inferno Blitz,80,Fire,#37,8.00%,Soaring Strike,80,Flying,#182,11.00%,Fire Power,75,Fire,#473,10.00%,Flutter Fury,70,Fairy,#333,22.00%,Pheonix Fury,****,#50,14.00%,Brave Bird,***,#193,10.00%,,,,Miss,#1,25.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5253CDEE00000153
294,Aerohawk,Fire,Fairy,Mystic Moonbeam,120,Fairy,#329,25.00%,Cosmic Ray Beam,100,Cosmic,#345,22.00%,Whirlwind Whack,70,Flying,#189,8.00%,Jet Strike,55,Normal,#26,5.00%,Special Talent,****,#446,6.00%,Charm Beam,**,#336,6.00%,,,,Miss,#1,28.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E69399EEF00000154
295,Geocrab,Rock,Bug,Thorn Shot,80,Grass,#420,15.00%,X-Scissor Strike,100,Bug,#219,22.00%,Fossil Fury,55,Rock,#242,12.00%,Geode Grenade,85,Rock,#244,18.00%,Metamorphosis Madness,***,#229,14.00%,Ancient Power,***,#247,9.00%,,,,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E801F6FF000000155
296,Crabmancer,Rock,Bug,Titan Steel Tempest,120,Steel,#312,20.00%,Skeletal Strike,50,Undead,#360,10.00%,Bedrock Blast,70,Rock,#243,15.00%,Crawler Clobber,85,Bug,#226,21.00%,Metamorphosis Madness,***,#229,17.00%,Leech,*,#227,7.00%,,,,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E970540F100000156
297,Pupix,Dark,Normal,Dark Energy Blast,100,Dark,#291,20.00%,Tail Swipe,50,Normal,#9,10.00%,Cursed Cut,55,Ghost,#260,10.00%,Obilivion Orb,70,Dark,#297,25.00%,Dark Whispers,**,#300,10.00%,Draining Kiss,***,#337,15.00%,,,,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EADEB11F200000157
298,Foliageist,Fighting,Grass,Bramble Barrage,80,Grass,#73,14.00%,Iron Strike,100,Fighting,#130,22.00%,Close Combat,85,Fighting,#136,23.00%,Lunar Wave,40,Cosmic,#349,10.00%,Eclipse Edge,*,#353,7.00%,Floral Fusion,****,#86,13.00%,,,,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC4D0E2F300000158
299,Galaxizyme,Fighting,Grass,Thorn Blizzard,120,Grass,#77,20.00%,Submission Slam,120,Fighting,#132,20.00%,Smack Down,70,Fighting,#135,22.00%,Terra Tackle,40,Ground,#169,12.00%,Scale Armour,**,#282,9.00%,Iron Defense,**,#318,6.00%,,,,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EDBB6B3F400000159
300,Galagon,Cosmic,Dragon,Dimensional Lazer,125,Cosmic,#396,13.00%,Black Hole Implosion,120,Cosmic,#347,18.00%,Obilivion Orb,70,Dark,#297,20.00%,Hailstorm Fury,70,Ice,#117,16.00%,Dragon's Roar,***,#283,9.00%,Scale Armour,**,#282,6.00%,Mirage,#383,5.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF29C84F50000015A
301,Prismafly,Bug,Ground,Mandible Maul,120,Bug,#221,12.00%,Aerial Assault,80,Flying,#181,13.00%,Tremor Shake,70,Ground,#171,8.00%,Snuggle Tackle,70,Normal,#27,9.00%,Sandstorm Shield,****,#176,18.00%,Metallic Harden,***,#319,14.00%,Burrow,#385,8.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E098255F60000015B
302,Zeode,Bug,Ground,Serrated Slash,80,Bug,#217,19.00%,Mandible Maul,120,Bug,#221,26.00%,Flutter Fury,70,Fairy,#333,12.00%,Searing Strike,55,Fire,#44,16.00%,Metamorphosis Madness,***,#229,10.00%,Draining Kiss,***,#337,5.00%,,,,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E206826F70000015C
303,Crakead,Ground,Rock,Last Resort,120,Normal,#24,25.00%,Dream Eater,120,Psychic,#203,17.00%,Crawler Clobber,85,Bug,#226,12.00%,Decay Dive,55,Undead,#368,10.00%,Deathly Curse,**,#372,8.00%,Rock Shield,**,#246,7.00%,Acrobatics,#393,10.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E374DF7F80000015D
304,Sectibush,Grass,Bug,Waterfall Charge,100,Water,#57,21.00%,Solar Beam,100,Grass,#75,20.00%,Snuggle Tackle,70,Normal,#27,18.00%,Bedrock Blast,70,Rock,#243,12.00%,Ancient Power,***,#247,13.00%,Floral Fusion,****,#86,5.00%,,,,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E4E33C8F90000015E
305,Multisect,Ground,Bug,Subzero Slash,100,Ice,#112,18.00%,Solar Beam,100,Grass,#75,19.00%,Chrysalid Charge,70,Bug,#225,16.00%,Torrential Tempest,70,Water,#63,13.00%,Awaken,****,#447,8.00%,Infestation,****,#230,8.00%,,,,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E651999FA0000015F
306,Liznyx,Rock,Poison,Obsidian Blast,100,Rock,#238,16.00%,Ground Shatter,100,Ground,#166,19.00%,Venom Pounce,70,Poison,#153,18.00%,Noxious Eruption,85,Poison,#154,20.00%,Acid Rain,***,#157,5.00%,Counter Attack,***,#449,4.00%,,,,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7BFF6AFB00000160
307,Rockrug,Rock,,Wild Rush,80,Normal,#15,10.00%,Ground Fissure,80,Ground,#425,8.00%,Rock Power,75,Rock,#479,19.00%,Poison Strike,75,Poison,#489,17.00%,Acid Rain,***,#157,15.00%,Quarry Coffin,****,#248,18.00%,,,,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E92E53BFC00000161
308,Rockore,Rock,Flying,Rocky Rampage,100,Rock,#237,20.00%,Metal Fang,100,Steel,#309,10.00%,Searing Strike,55,Fire,#44,13.00%,Whirlwind Whack,70,Flying,#189,24.00%,Brave Bird,***,#193,11.00%,Roost,*,#191,5.00%,Fly,#391,7.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA9CB0CFD00000162
309,Boocho,Ghost,Normal,Spectral Beam,50,Ghost,#252,10.00%,Wild Rush,80,Normal,#15,15.00%,Night Terror,70,Ghost,#261,19.00%,Ghostly Guillotine,85,Ghost,#262,22.00%,Soul Drain,***,#265,12.00%,Telekinetic Shield,**,#210,8.00%,Burrow,#385,4.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC0B0DDFE00000163
310,Boochi,Ghost,Normal,Spectral Beam,50,Ghost,#252,10.00%,Wild Rush,80,Normal,#15,15.00%,Night Terror,70,Ghost,#261,11.00%,Ghostly Guillotine,85,Ghost,#262,10.00%,Disarm,*****,#441,9.00%,Special Talent,****,#446,18.00%,Burrow,#385,4.00%,Miss,#1,23.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED796AEFF00000164
311,King Cho,Ghost,Normal,Phantom Abyss,125,Ghost,#409,16.00%,Tail Swipe,50,Normal,#9,11.00%,Extreme Speed,85,Normal,#28,17.00%,Night Terror,70,Ghost,#261,15.00%,Ghostly Possession,****,#266,8.00%,Disarm,*****,#441,7.00%,,,,Miss,#1,26.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EEE7C800000000165
312,Queen Chi,Ghost,Normal,Phantom Abyss,125,Ghost,#409,14.00%,Tail Swipe,50,Normal,#9,12.00%,Extreme Speed,85,Normal,#28,18.00%,Night Terror,70,Ghost,#261,16.00%,Ghostly Possession,****,#266,8.00%,Disarm,*****,#441,7.00%,,,,Miss,#1,25.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E0562510100000166
313,Pyrocore,Fire,Ground,Fireball Storm,120,Fire,#42,15.00%,Sand Whip,80,Ground,#163,18.00%,Rock Throw,40,Rock,#241,17.00%,Tremor Shake,70,Ground,#171,16.00%,Sandstorm Shield,****,#176,12.00%,Sand Pit Trap,***,#175,6.00%,,,,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E1C48220200000167
314,Krag,Fire,Ground,Napalm,125,Fire,#398,19.00%,Obsidian Blast,100,Rock,#238,11.00%,Zap Kick,40,Electric,#97,17.00%,Geode Grenade,85,Rock,#244,18.00%,Burn Up,**,#48,10.00%,Molten Maelstrom,***,#49,8.00%,,,,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E332DF30300000168
315,Temporisle,Grass,Water,Waterfall Charge,100,Water,#57,22.00%,Thorn Shot,80,Grass,#420,16.00%,Torrential Tempest,70,Water,#63,14.00%,Leaf Tornado,70,Grass,#81,15.00%,Seed Scatter,***,#85,11.00%,Briny Blast,****,#68,10.00%,,,,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E4A13C40400000169
316,Swampisle,Grass,Water,Solar Beam,100,Grass,#75,18.00%,Vortex Tsunami,125,Water,#399,18.00%,Artic Chill,55,Ice,#116,13.00%,Drenching Downpour,85,Water,#64,15.00%,Briny Blast,****,#68,8.00%,Leaf Wrap,*****,#443,4.00%,,,,Miss,#1,24.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E60F995050000016A
317,Tempestsong,Grass,Flying,Sparkle Burst,80,Fairy,#434,14.00%,Thorn Shot,80,Grass,#420,14.00%,Talon Tornado,85,Flying,#190,19.00%,Extreme Speed,85,Normal,#28,11.00%,Floral Fusion,****,#86,10.00%,Petal Dance,*,#83,6.00%,Fly,#391,14.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E77DF66060000016B
318,Flutterfang,Poison,Flying,Sparkle Burst,80,Fairy,#434,14.00%,Poison Spike,80,Poison,#424,13.00%,Talon Tornado,85,Flying,#190,13.00%,Extreme Speed,85,Normal,#28,15.00%,Venemous Vortex,****,#158,10.00%,Toxic Touch,*,#155,6.00%,Fly,#391,14.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E8EC537070000016C
319,Electroquill,Electric,Flying,Sparkle Burst,80,Fairy,#434,10.00%,Arc Lightning,80,Electric,#421,10.00%,Talon Tornado,85,Flying,#190,15.00%,Extreme Speed,85,Normal,#28,14.00%,Shockwave Shield,****,#104,11.00%,Surge Shield,*,#101,7.00%,Fly,#391,15.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA5AB08080000016D
320,Noctoragon,Ghost,Dragon,Phantom Abyss,125,Ghost,#409,14.00%,Mega Blast,110,Normal,#22,15.00%,Dimensional Shredder,85,Dragon,#280,14.00%,Deathly Dismemberment,85,Undead,#370,15.00%,Dragon's Roar,***,#283,11.00%,Soul Drain,***,#265,11.00%,Mirage,#383,9.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EBC90D9090000016E
321,Ruki,Rock,Water,Rock Shot,80,Rock,#429,20.00%,Aqua Shot,80,Water,#419,20.00%,Geode Grenade,85,Rock,#244,16.00%,Water Whip,55,Water,#62,14.00%,Aqua Veil,***,#67,12.00%,Ancient Power,***,#247,8.00%,,,,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED376AA0A0000016F
322,Soniqueak,Psychic,,Teleport Strike,80,Psychic,#199,20.00%,Clap Slap,45,Normal,#8,7.00%,Telepathic Tempest,85,Psychic,#208,22.00%,Aura Sphere Blast,70,Psychic,#207,14.00%,Mind Control,***,#211,10.00%,Alternate Dimension,****,#463,16.00%,,,,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EEA5C7B0B00000170
323,Psysqueak,Psychic,,Reality Bend,125,Psychic,#406,15.00%,Zen Headbutt,80,Psychic,#200,17.00%,Searing Strike,55,Fire,#44,13.00%,Umbral Uppercut,40,Dark,#295,13.00%,Nocturnal Nightmare,****,#302,16.00%,Thought Scramble,****,#212,15.00%,,,,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E01424C0C00000171
324,Solarpsy,Psychic,Fire,Reality Bend,125,Psychic,#406,15.00%,Fire Ball,80,Fire,#418,15.00%,Aura Sphere Blast,70,Psychic,#207,17.00%,Wraith Whip,70,Undead,#369,15.00%,Thought Scramble,****,#212,8.00%,Mind Control,***,#211,7.00%,Illusion,#392,5.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E18281D0D00000172
325,Novapetal,Fairy,Cosmic,Piercing Sparkle,125,Fairy,#413,15.00%,Starlight Burst,80,Cosmic,#435,12.00%,Fairy Strike,55,Fairy,#332,13.00%,Whirlwind Whack,70,Flying,#189,14.00%,Space Time Warp,**,#354,11.00%,Shimmering Symphony,****,#338,7.00%,Fly,#391,7.00%,Miss,#1,21.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E2F0DEE0E00000173
326,Galactay,Fairy,Cosmic,Piercing Sparkle,125,Fairy,#413,13.00%,Feather Hurricane,50,Flying,#179,11.00%,Crystal Crush,85,Ice,#118,16.00%,Solar Storm,70,Cosmic,#351,13.00%,Cosmic Radiation,***,#355,12.00%,Eclipse Edge,*,#353,10.00%,Evade,#375,7.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E45F3BF0F00000174
327,Betapoise,Water,Fairy,Glittering Sweep,80,Fairy,#326,15.00%,Tidal Wave,80,Water,#55,14.00%,Fairy Strike,55,Fairy,#332,18.00%,Torrential Tempest,70,Water,#63,18.00%,Seafoam Shield,*,#65,9.00%,Briny Blast,****,#68,14.00%,,,,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5CD9901000000175
328,Galaqua,Water,Fairy,Whirlpool Vortex,120,Water,#60,11.00%,Zap Cannon,80,Electric,#91,13.00%,Flutter Fury,70,Fairy,#333,17.00%,Pixie Power,40,Fairy,#331,16.00%,Shimmering Symphony,****,#338,15.00%,Scale Armour,**,#282,8.00%,Dive,#387,4.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E73BF611100000176
329,Mermother,Water,Grass,Aqua Shot,80,Water,#419,11.00%,Radiant Ray,100,Fairy,#328,27.00%,Artic Chill,55,Ice,#116,9.00%,Torrential Tempest,70,Water,#63,19.00%,Aqua Veil,***,#67,14.00%,Bubble Barrier,**,#66,10.00%,,,,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E8AA5321200000177
330,Hedglord,Steel,Fighting,Titan Steel Tempest,120,Steel,#312,14.00%,Iron Strike,100,Fighting,#130,10.00%,Bolt Blade,70,Steel,#315,15.00%,Chlorophyll Charge,85,Grass,#82,11.00%,Guard Up,***,#139,10.00%,Metallic Harden,***,#319,14.00%,,,,Miss,#1,26.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA18B031300000178
331,Nebuling,Cosmic,Dragonling,Dragonfire Fury,80,Dragon,#271,16.00%,Heat Wave,50,Fire,#35,11.00%,Solar Storm,70,Cosmic,#351,18.00%,Psychic Surge,55,Psychic,#206,16.00%,Dragon's Roar,***,#283,12.00%,Cosmic Radiation,***,#355,17.00%,,,,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB870D41400000179
332,Vortexwing,Cosmic,Dragonling,Dragonic Dive,80,Dragon,#431,18.00%,Cosmic Ray Beam,100,Cosmic,#345,13.00%,Aurora Blast,55,Cosmic,#350,15.00%,Aura Sphere Blast,70,Psychic,#207,19.00%,Tailwind Boost,**,#192,13.00%,Dragon's Roar,***,#283,11.00%,,,,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ECF56A5150000017A
333,Ghoulish,Undead,Water,Touch of Death,125,Undead,#414,10.00%,Necro Blast,80,Undead,#436,16.00%,Water Gun,50,Water,#53,16.00%,Jet Strike,55,Normal,#26,15.00%,Screech,***,#31,15.00%,Venemous Vortex,****,#158,13.00%,,,,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE63C76160000017B
334,Fearfin,Undead,Water,Touch of Death,125,Undead,#414,11.00%,Corpse Explosion,80,Undead,#361,15.00%,Wraith Whip,70,Undead,#369,17.00%,Steel Swipe,55,Steel,#314,11.00%,Aqua Veil,***,#67,12.00%,Necromancer's Grasp,***,#373,10.00%,Decoy,#384,7.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EFD2247170000017C
335,Zenithclaw,Grass,Electric,Spark Discharge,30,Electric,#87,8.00%,Grass Whirlwind,50,Grass,#71,7.00%,Electric Power,75,Electric,#476,20.00%,Leaf Tornado,70,Grass,#81,10.00%,Floral Fusion,****,#86,19.00%,Shockwave Shield,****,#104,18.00%,,,,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E140818180000017D
336,Raptile,Grass,Electric,Bramble Barrage,80,Grass,#73,12.00%,Thunderclap Crash,100,Electric,#94,25.00%,Chlorophyll Charge,85,Grass,#82,20.00%,Electro Ball,70,Electric,#99,16.00%,Magnet Wave,**,#102,6.00%,Leaf Wrap,*****,#443,7.00%,,,,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E2AEDE9190000017E
337,Bearicity,Cosmic,Electric,Plasma Burst,50,Electric,#90,15.00%,Interdimensional Rift,80,Cosmic,#343,16.00%,Shockwave Smash,85,Electric,#100,4.00%,Lunar Wave,40,Cosmic,#349,6.00%,Aurora Borealis,****,#356,18.00%,Shockwave Shield,****,#104,19.00%,,,,Miss,#1,22.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E41D3BA1A0000017F
