#,Zerpmon,Types,,White Move #1,Dmg,Type,ID,%,White Move #2,Dmg,Type,ID,%,Gold Move #1,Dmg,Type,ID,%,Gold Move #2,Dmg,Type,ID,%,Purple Move #1,Stars,ID,%,Purple Move #2,Stars,ID,%,Blue Move,ID,%,Miss,ID,%
83,Megamare,Dark,Ghost,Dark Energy Blast,100,Dark,#291,25.00%,Necrotic Nova,120,Undead,#365,19.00%,Night Terror,70,Ghost,#261,14.00%,Interstellar Impact,85,Cosmic,#352,5.00%,Haunting Curse,**,#264,10.00%,Ancient Power,***,#247,8.00%,Protect,#377,13.00%,Miss,#1,19.00%
84,Moustatic,Electric,,Zap Cannon,80,Electric,#91,21.00%,Wild Rush,80,Normal,#15,18.00%,Electro Ball,70,Electric,#99,10.00%,Spark Shuriken,55,Electric,#98,8.00%,Shockwave Shield,****,#104,13.00%,Blind,*****,#442,11.00%,Protect,#377,11.00%,Miss,#1,19.00%
85,Stormouse,Electric,,Electro Storm,100,Electric,#93,18.00%,Twilight Takedown,50,Dark,#288,11.00%,Electro Ball,70,Electric,#99,18.00%,Snuggle Tackle,70,Normal,#27,20.00%,Magnet Wave,**,#102,7.00%,Shockwave Shield,****,#104,10.00%,Decoy,#384,18.00%,Miss,#1,16.00%
86,Iglett,Fire,,Fire Whip,30,Fire,#34,11.00%,Body Slam,60,Normal,#11,8.00%,Dive Tackle,40,Flying,#187,10.00%,Talon Tornado,85,Flying,#190,15.00%,Taunt and Tease,****,#32,21.00%,Screech,***,#31,16.00%,Evade,#375,14.00%,Miss,#1,19.00%
87,Pyrowl,Fire,Flying,Soaring Strike,80,Flying,#182,6.00%,Death Charge,120,Normal,#23,11.00%,Cyclone Kick,55,Flying,#188,27.00%,Searing Strike,55,Fire,#44,30.00%,Tailwind Boost,**,#192,10.00%,Fire Cloak,*,#47,5.00%,Protect,#377,14.00%,Miss,#1,11.00%
88,Owlcindiary,Fire,Flying,Incinerate,100,Fire,#40,26.00%,Skyward Slash,120,Flying,#185,26.00%,Talon Tornado,85,Flying,#190,6.00%,Ember Wheel,40,Fire,#43,6.00%,Fire Cloak,*,#47,8.00%,Roost,*,#191,6.00%,Protect,#377,13.00%,Miss,#1,22.00%
89,Skele,Undead,,Undead Apocalypse,120,Undead,#366,22.00%,Shadow Ball,30,Ghost,#249,8.00%,Digging Strike,55,Ground,#170,6.00%,Wraith Whip,70,Undead,#369,14.00%,Death's Dominion,****,#374,17.00%,Deathly Curse,**,#372,20.00%,Protect,#377,11.00%,Miss,#1,13.00%
90,Skelethor,Ground,Undead,Guillotine,85,Normal,#17,8.00%,Spear Drill,90,Normal,#19,11.00%,Tremor Shake,70,Ground,#171,21.00%,Deathly Dismemberment,85,Undead,#370,20.00%,Death's Dominion,****,#374,10.00%,Floral Fusion,****,#86,7.00%,Detect,#390,10.00%,Miss,#1,23.00%
91,Panthi,Dark,Grass,Grass Whirlwind,50,Grass,#71,7.00%,Ice Fang,50,Ice,#108,7.00%,Eternal Nightfall,85,Dark,#298,16.00%,Eternal Nightfall,85,Dark,#298,12.00%,Dark Cloud,*****,#444,16.00%,Knacker,**,#450,16.00%,Evade,#375,17.00%,Miss,#1,26.00%
92,Panclaw,Dark,Grass,Forest Fury,100,Grass,#76,15.00%,Fatal Sneak Attack,125,Fighting,#395,15.00%,Obilivion Orb,70,Dark,#297,14.00%,Chlorophyll Charge,85,Grass,#82,18.00%,Frighten,*,#299,10.00%,Petal Dance,*,#83,7.00%,Leap,#380,19.00%,Miss,#1,21.00%
93,Pupaw,Fire,,Tail Swipe,50,Normal,#9,10.00%,Inferno Blitz,80,Fire,#37,15.00%,Ember Wheel,40,Fire,#43,12.00%,Snuggle Tackle,70,Normal,#27,15.00%,Taunt and Tease,****,#32,18.00%,Special Talent,****,#446,11.00%,Protect,#377,12.00%,Miss,#1,19.00%
94,Fenfire,Fire,,Incinerate,100,Fire,#40,15.00%,Metal Fang,100,Steel,#309,12.00%,Flame Whirlwind,70,Fire,#45,20.00%,Searing Strike,55,Fire,#44,13.00%,Frighten,*,#299,8.00%,Burn Up,**,#48,8.00%,Counter,#389,15.00%,Miss,#1,24.00%
95,Seagulf,Flying,,Sky Dive,30,Flying,#178,10.00%,Wing Slash,50,Flying,#180,10.00%,Extreme Speed,85,Normal,#28,13.00%,Flying Strike,75,Flying,#490,9.00%,Feathered Fling,****,#194,23.00%,Lullaby,**,#30,23.00%,Protect,#377,10.00%,Miss,#1,12.00%
96,Seagle,Flying,,Dive Bomb,100,Flying,#184,17.00%,Feather Hurricane,50,Flying,#179,9.00%,Whirlwind Whack,70,Flying,#189,15.00%,Extreme Speed,85,Normal,#28,17.00%,Feathered Fling,****,#194,11.00%,Aqua Veil,***,#67,7.00%,Evade,#375,11.00%,Miss,#1,24.00%
97,Seabacan,Flying,,Aeroblast,120,Flying,#186,28.00%,Tidal Wave,80,Water,#55,10.00%,Talon Tornado,85,Flying,#190,12.00%,Extreme Speed,85,Normal,#28,5.00%,Tailwind Boost,**,#192,18.00%,Roost,*,#191,10.00%,Protect,#377,12.00%,Miss,#1,17.00%
98,Geistmon,Cosmic,Ghost,Interdimensional Rift,80,Cosmic,#343,18.00%,Backhand Slap,80,Normal,#417,10.00%,Night Terror,70,Ghost,#261,12.00%,Obilivion Orb,70,Dark,#297,16.00%,Cosmic Radiation,***,#355,19.00%,Lullaby,**,#30,11.00%,Protect,#377,15.00%,Miss,#1,14.00%
99,Cosmeist,Cosmic,Ghost,Ethereal Blast,80,Ghost,#254,18.00%,Teleport Strike,80,Psychic,#199,10.00%,Interstellar Impact,85,Cosmic,#352,22.00%,Night Terror,70,Ghost,#261,4.00%,Space Time Warp,**,#354,14.00%,Mind Control,***,#211,12.00%,Riftwalk,#381,17.00%,Miss,#1,20.00%
100,Paragon,Dragon,Undead,Rampage,80,Dragon,#272,14.00%,Napalm,125,Fire,#398,17.00%,Deathly Dismemberment,85,Undead,#370,18.00%,Dimensional Shredder,85,Dragon,#280,18.00%,Necromancer's Grasp,***,#373,13.00%,Death's Dominion,****,#374,3.00%,Fly,#391,14.00%,Miss,#1,17.00%
101,Trigsaur,Ground,Rock,Earthquake,100,Ground,#165,26.00%,Boulder Barrage,50,Rock,#234,16.00%,Fossil Fury,55,Rock,#242,12.00%,Geode Grenade,85,Rock,#244,16.00%,Ancient Power,***,#247,8.00%,Quarry Coffin,****,#248,10.00%,Protect,#377,10.00%,Miss,#1,12.00%
102,Tetatile,Grass,Ground,Grass Whirlwind,50,Grass,#71,8.00%,Sand Whip,80,Ground,#163,16.00%,Digging Strike,55,Ground,#170,12.00%,Ember Wheel,40,Fire,#43,8.00%,Leaf Wrap,*****,#443,14.00%,Floral Fusion,****,#86,22.00%,Protect,#377,10.00%,Miss,#1,20.00%
103,Drogotile,Grass,Ground,Thorn Blizzard,120,Grass,#77,20.00%,Giga Slam,100,Normal,#21,24.00%,Tremor Shake,70,Ground,#171,7.00%,Talon Hammer,55,Dragon,#278,8.00%,Tectonic Divide,*****,#461,15.00%,Root Rend,**,#84,5.00%,Protect,#377,10.00%,Miss,#1,21.00%
104,Chibble,Ice,,Frost Nova,80,Ice,#109,14.00%,Frozen Tundra,125,Ice,#402,8.00%,Digging Strike,55,Ground,#170,13.00%,Hailstorm Fury,70,Ice,#117,10.00%,Sub Zero,*****,#458,19.00%,Ice Wall,***,#121,18.00%,Burrow,#385,18.00%,Miss,#1,18.00%
105,Finfysh,Ground,Water,Tsunami Slam,100,Water,#58,20.00%,Blackout Strike,50,Dark,#287,12.00%,Water Whip,55,Water,#62,10.00%,Snuggle Tackle,70,Normal,#27,8.00%,Briny Blast,****,#68,15.00%,Venemous Vortex,****,#158,11.00%,Dive,#387,16.00%,Miss,#1,24.00%
106,Sharfysh,Ground,Water,Last Resort,120,Normal,#24,12.00%,Frost Bite,30,Ice,#105,4.00%,Tremor Shake,70,Ground,#171,16.00%,Torrential Tempest,70,Water,#63,19.00%,Briny Blast,****,#68,13.00%,Oceanic Domain,*****,#455,7.00%,Evade,#375,11.00%,Miss,#1,29.00%
107,Zeetle,Cosmic,Psychic,Starry Nightfall,100,Cosmic,#346,10.00%,Teleport Strike,80,Psychic,#199,10.00%,Interstellar Impact,85,Cosmic,#352,13.00%,Telepathic Tempest,85,Psychic,#208,12.00%,Thought Scramble,****,#212,13.00%,Telekinetic Shield,**,#210,16.00%,Riftwalk,#381,12.00%,Miss,#1,26.00%
108,Rabbowl,Dark,Grass,Midnight Maul,80,Dark,#289,16.00%,Forest Fury,100,Grass,#76,25.00%,Eternal Nightfall,85,Dark,#298,10.00%,Heavenly Hurricane,85,Fairy,#334,9.00%,Dark Whispers,**,#300,17.00%,Root Rend,**,#84,9.00%,Fly,#391,16.00%,Miss,#1,14.00%
109,Snazzle,Ground,Normal,Venomous Bite,50,Poison,#144,11.00%,Pound,30,Normal,#5,9.00%,Venom Pounce,70,Poison,#153,13.00%,Noxious Eruption,85,Poison,#154,20.00%,Toxic Wasteland,*****,#460,8.00%,Sandstorm Shield,****,#176,23.00%,Protect,#377,10.00%,Miss,#1,16.00%
110,Sceptaz,Ground,Poison,Sandstorm Fury,80,Ground,#164,8.00%,Tailwhip,50,Dragon,#270,7.00%,Venom Pounce,70,Poison,#153,18.00%,Tremor Shake,70,Ground,#171,26.00%,Sand Pit Trap,***,#175,13.00%,Ancient Power,***,#247,16.00%,Protect,#377,12.00%,Miss,#1,12.00%
111,Ghostor,Ghost,,Poltergeist Strike,50,Ghost,#251,10.00%,Ice Fang,50,Ice,#108,12.00%,Eternal Nightfall,85,Dark,#298,10.00%,Ghostly Guillotine,85,Ghost,#262,13.00%,Eerie Mist,*****,#466,10.00%,Taunt and Tease,****,#32,16.00%,Mirage,#383,15.00%,Miss,#1,29.00%
112,Hippor,Ghost,Undead,Ectoplasmic Explosion,80,Ghost,#253,15.00%,Touch of Death,125,Undead,#414,24.00%,Deathly Dismemberment,85,Undead,#370,11.00%,Ghostly Guillotine,85,Ghost,#262,11.00%,Death's Dominion,****,#374,9.00%,Sucker Punch,***,#448,5.00%,Shadow Swap,#382,12.00%,Miss,#1,25.00%
113,Phox,Fairy,Grass,Solar Beam,100,Grass,#75,12.00%,Radiant Ray,100,Fairy,#328,10.00%,Flutter Fury,70,Fairy,#333,17.00%,Leaf Tornado,70,Grass,#81,11.00%,Shimmering Symphony,****,#338,15.00%,Charm Beam,**,#336,11.00%,Evade,#375,13.00%,Miss,#1,24.00%
114,Phibbit,Fairy,Grass,Glittering Sweep,80,Fairy,#326,15.00%,Bramble Barrage,80,Grass,#73,10.00%,Flutter Fury,70,Fairy,#333,14.00%,Snuggle Tackle,70,Normal,#27,11.00%,Leaf Wrap,*****,#443,11.00%,Aurora Borealis,****,#356,13.00%,Dodge,#376,11.00%,Miss,#1,26.00%
115,Octoil,Psychic,Water,Tsunami Slam,100,Water,#58,20.00%,Bump and Run,100,Normal,#20,20.00%,Mighty Migraine,40,Psychic,#205,14.00%,Rain Dance Rush,40,Water,#61,11.00%,Thought Scramble,****,#212,11.00%,Mind Control,***,#211,14.00%,Protect,#377,11.00%,Miss,#1,10.00%
116,Fenix,Fire,Flying,Flame Charge,50,Fire,#36,11.00%,Feather Hurricane,50,Flying,#179,11.00%,Whirlwind Whack,70,Flying,#189,18.00%,Dark Energy Blast,100,Dark,#291,21.00%,Roost,*,#191,11.00%,Brave Bird,***,#193,8.00%,Fly,#391,18.00%,Miss,#1,20.00%
117,Clubja,Fighting,,Spinning Backfist,50,Fighting,#125,16.00%,Pile Drive,80,Fighting,#423,10.00%,Eternal Nightfall,85,Dark,#298,14.00%,Bolt Blade,70,Steel,#315,12.00%,Guard Up,***,#139,21.00%,Courageous Roar,**,#138,8.00%,Leap,#380,19.00%,Miss,#1,19.00%
118,Ninjaro,Dark,Fighting,Suplex Slam,80,Fighting,#127,21.00%,Fatal Sneak Attack,125,Fighting,#395,12.00%,Eternal Nightfall,85,Dark,#298,10.00%,Cross Chop,55,Fighting,#134,21.00%,Kung Fu Confusion,****,#140,4.00%,Paranoia,*****,#445,4.00%,Shadow Swap,#382,20.00%,Miss,#1,28.00%
119,Turtja,Dark,Fighting,Dragon Kick,120,Fighting,#131,17.00%,Shadowy Sweep,80,Dark,#290,13.00%,Eternal Nightfall,85,Dark,#298,14.00%,Cross Chop,55,Fighting,#134,10.00%,Iron Defense,**,#318,13.00%,Demonic Dread,***,#301,9.00%,Backflip,#378,19.00%,Miss,#1,24.00%
120,Scaltaur,Ice,Water,Glacial Crush,100,Ice,#111,17.00%,Oceanic Surge,120,Water,#59,20.00%,Torrential Tempest,70,Water,#63,15.00%,Rock Power,75,Rock,#479,9.00%,Freeze Ray,**,#120,11.00%,Sub Zero,*****,#458,9.00%,Protect,#377,10.00%,Miss,#1,19.00%
121,Tibbit,Fighting,Ground,Fists of Fury,80,Fighting,#128,20.00%,Fatal Sneak Attack,125,Fighting,#395,23.00%,Digging Strike,55,Ground,#170,7.00%,Extreme Speed,85,Normal,#28,8.00%,Dust Devil,**,#174,11.00%,Ancient Power,***,#247,13.00%,Protect,#377,12.00%,Miss,#1,18.00%
122,Aype,Dark,Fighting,Submission Slam,120,Fighting,#132,21.00%,Fatal Sneak Attack,125,Fighting,#395,20.00%,Umbral Uppercut,40,Dark,#295,9.00%,Face Punch,75,Normal,#488,12.00%,Spirit Boost,*,#137,14.00%,Frighten,*,#299,13.00%,Protect,#377,17.00%,Miss,#1,11.00%
123,Chirpee,Flying,,Aerial Assault,80,Flying,#181,13.00%,Dark Pulse,30,Dark,#285,9.00%,Cyclone Kick,55,Flying,#188,12.00%,Searing Strike,55,Fire,#44,15.00%,Screech,***,#31,15.00%,Brave Bird,***,#193,24.00%,Protect,#377,12.00%,Miss,#1,12.00%
124,Hellix,Fire,Flying,Gale Force Barrage,125,Flying,#405,11.00%,Fire Ball,80,Fire,#418,7.00%,Flame Whirlwind,70,Fire,#45,15.00%,Soaring Strike,80,Flying,#182,17.00%,Fire Cloak,*,#47,21.00%,Roost,*,#191,19.00%,Protect,#377,20.00%,Miss,#1,10.00%
125,Protek,Bug,Steel,Metal Crush,50,Steel,#305,8.00%,Sand Whip,80,Ground,#163,11.00%,Pincer Pinch,55,Bug,#224,10.00%,Chrysalid Charge,70,Bug,#225,18.00%,Steel Plague,****,#320,17.00%,Infestation,****,#230,13.00%,Protect,#377,11.00%,Miss,#1,23.00%
126,Attak,Bug,Steel,X-Scissor Strike,100,Bug,#219,9.00%,Iron Strike,100,Fighting,#130,9.00%,Steel Swipe,55,Steel,#314,16.00%,Digging Strike,55,Ground,#170,18.00%,Sticky Web,**,#228,18.00%,Ancient Power,***,#247,16.00%,Protect,#377,12.00%,Miss,#1,14.00%
127,Spidice,Bug,Ice,Web Shot Lunge,100,Bug,#220,23.00%,Glacial Crush,100,Ice,#111,14.00%,Hailstorm Fury,70,Ice,#117,10.00%,Venom Pounce,70,Poison,#153,13.00%,Infestation,****,#230,14.00%,Rapid Evolution,****,#464,15.00%,Protect,#377,12.00%,Miss,#1,11.00%
128,Bufflava,Normal,,Stomp,65,Normal,#12,22.00%,Skull Bash,80,Normal,#14,16.00%,Snuggle Tackle,70,Normal,#27,10.00%,Chlorophyll Charge,85,Grass,#82,10.00%,Taunt and Tease,****,#32,14.00%,Guard Up,***,#139,10.00%,Protect,#377,14.00%,Miss,#1,18.00%
129,Mustaur,Fighting,Normal,Death Charge,120,Normal,#23,19.00%,Submission Slam,120,Fighting,#132,16.00%,Close Combat,85,Fighting,#136,10.00%,Incinerate,100,Fire,#40,7.00%,Iron Defense,**,#318,12.00%,Rock Shield,**,#246,5.00%,Withdraw,#379,15.00%,Miss,#1,31.00%
130,Stalagon,Dragon,Rock,Meteor Rush,120,Rock,#239,26.00%,Obliterating Breath,120,Dragon,#275,11.00%,Dimensional Shredder,85,Dragon,#280,13.00%,Heavenly Hurricane,85,Fairy,#334,13.00%,Quarry Coffin,****,#248,13.00%,Impenetrable Armour,****,#465,7.00%,Fly,#391,10.00%,Miss,#1,17.00%
131,Lunaura,Grass,Poison,Sludge Bomb,50,Poison,#143,15.00%,Grass Whirlwind,50,Grass,#71,8.00%,Leaf Tornado,70,Grass,#81,17.00%,Chlorophyll Charge,85,Grass,#82,7.00%,Leaf Wrap,*****,#443,15.00%,Toxic Wasteland,*****,#460,12.00%,Burrow,#385,12.00%,Miss,#1,26.00%
132,Sylvaria,Grass,Poison,Sludge Bomb,50,Poison,#143,8.00%,Poison Spike,80,Poison,#424,12.00%,Pollen Puff,55,Grass,#80,8.00%,Venom Pounce,70,Poison,#153,21.00%,Special Talent,****,#446,26.00%,Screech,***,#31,14.00%,Protect,#377,14.00%,Miss,#1,11.00%
133,Ottail,Ghost,Water,Shadow Ball,30,Ghost,#249,12.00%,Apparition Assault,100,Ghost,#255,13.00%,Rain Dance Rush,40,Water,#61,9.00%,Water Power,75,Water,#474,7.00%,Special Talent,****,#446,17.00%,Eerie Mist,*****,#466,16.00%,Dive,#387,11.00%,Miss,#1,26.00%
134,Frostail,Ghost,Water,Tidal Wave,80,Water,#55,11.00%,Head Kick,70,Normal,#13,10.00%,Ghostly Guillotine,85,Ghost,#262,21.00%,Drenching Downpour,85,Water,#64,20.00%,Aqua Veil,***,#67,8.00%,Bubble Barrier,**,#66,6.00%,Dive,#387,14.00%,Miss,#1,24.00%
135,Tidetail,Ghost,Water,Banshee Blast,120,Ghost,#257,23.00%,Tidal Wave,80,Water,#55,19.00%,Night Terror,70,Ghost,#261,8.00%,Drenching Downpour,85,Water,#64,7.00%,Phantom Scream,*,#263,10.00%,Eerie Mist,*****,#466,11.00%,Protect,#377,12.00%,Miss,#1,22.00%
136,Shrubsnap,Bug,,Bug Bite,30,Bug,#213,6.00%,Web Shot Lunge,100,Bug,#220,19.00%,Snuggle Tackle,70,Normal,#27,14.00%,Rain Dance Rush,40,Water,#61,5.00%,Metamorphosis Madness,***,#229,20.00%,Rapid Evolution,****,#464,21.00%,Protect,#377,16.00%,Miss,#1,15.00%
137,Glossifly,Bug,Flying,Wing Slash,50,Flying,#180,11.00%,Cocoon Cannon,120,Bug,#222,16.00%,Chrysalid Charge,70,Bug,#225,15.00%,Aura Sphere Blast,70,Psychic,#207,20.00%,Rapid Evolution,****,#464,14.00%,Leech,*,#227,14.00%,Protect,#377,11.00%,Miss,#1,10.00%
138,Drakarne,Dark,Electric,Blackout Strike,50,Dark,#287,7.00%,Plasma Burst,50,Electric,#90,10.00%,Obilivion Orb,70,Dark,#297,15.00%,Shockwave Smash,85,Electric,#100,16.00%,Demonic Dread,***,#301,25.00%,Thunderous Roar,***,#103,12.00%,Protect,#377,12.00%,Miss,#1,15.00%
139,Thundakar,Dark,Electric,Metal Fang,100,Steel,#309,13.00%,Earthquake,100,Ground,#165,17.00%,Eternal Nightfall,85,Dark,#298,14.00%,Thunder Strike,50,Electric,#89,10.00%,Demonic Dread,***,#301,11.00%,Dragon's Roar,***,#283,10.00%,Counter,#389,13.00%,Miss,#1,25.00%
140,Metalbark,Bug,Steel,Beetle Barrage,80,Bug,#218,15.00%,Acid Splash,80,Poison,#145,11.00%,Chrysalid Charge,70,Bug,#225,13.00%,Chlorophyll Charge,85,Grass,#82,19.00%,Leech,*,#227,8.00%,Steel Plague,****,#320,11.00%,Protect,#377,19.00%,Miss,#1,23.00%
141,Mothurn,Bug,Fire,X-Scissor Strike,100,Bug,#219,14.00%,Flame Cannon,100,Fire,#39,19.00%,Flame Whirlwind,70,Fire,#45,13.00%,Whirlwind Whack,70,Flying,#189,8.00%,Rapid Evolution,****,#464,12.00%,Burn Up,**,#48,9.00%,Fly,#391,13.00%,Miss,#1,25.00%
142,Glomo,Bug,Fairy,Serrated Slash,80,Bug,#217,18.00%,Leaf Tornado,70,Grass,#81,16.00%,Heavenly Hurricane,85,Fairy,#334,21.00%,Pincer Pinch,55,Bug,#224,10.00%,Metamorphosis Madness,***,#229,14.00%,Sticky Web,**,#228,7.00%,Fly,#391,16.00%,Miss,#1,14.00%
143,Mothnap,Bug,Ghost,Phantom Abyss,125,Ghost,#409,14.00%,Soaring Strike,80,Flying,#182,11.00%,Chrysalid Charge,70,Bug,#225,19.00%,Fairy Strike,55,Fairy,#332,20.00%,Draining Kiss,***,#337,12.00%,Metamorphosis Madness,***,#229,9.00%,Fly,#391,14.00%,Miss,#1,15.00%
144,Skypus,Flying,Undead,Nightshade Strike,100,Undead,#363,31.00%,Aeroblast,120,Flying,#186,9.00%,Ghoulish Grab,40,Undead,#367,15.00%,Umbral Uppercut,40,Dark,#295,8.00%,Necromancer's Grasp,***,#373,17.00%,Mind Control,***,#211,10.00%,Protect,#377,13.00%,Miss,#1,10.00%
145,Luminion,Grass,Ground,Sandblast,50,Ground,#162,14.00%,Sludge Bomb,50,Poison,#143,9.00%,Pollen Puff,55,Grass,#80,10.00%,Leaf Tornado,70,Grass,#81,12.00%,Sand Pit Trap,***,#175,26.00%,Leaf Wrap,*****,#443,16.00%,Protect,#377,10.00%,Miss,#1,13.00%
146,Leafion,Grass,Ground,Seed Bomb,80,Grass,#74,12.00%,Ground Shatter,100,Ground,#166,25.00%,Pollen Puff,55,Grass,#80,9.00%,Tremor Shake,70,Ground,#171,20.00%,Root Rend,**,#84,10.00%,Leaf Wrap,*****,#443,10.00%,Protect,#377,10.00%,Miss,#1,14.00%
147,Hoothoot,Flying,Grass,Aerial Assault,80,Flying,#181,18.00%,Razor Leaf,30,Grass,#70,7.00%,Pollen Puff,55,Grass,#80,10.00%,Talon Tornado,85,Flying,#190,13.00%,Feathered Fling,****,#194,18.00%,Brave Bird,***,#193,15.00%,Evade,#375,14.00%,Miss,#1,19.00%
148,Forestwing,Flying,Grass,Seed Bomb,80,Grass,#74,11.00%,Dive Bomb,100,Flying,#184,8.00%,Leaf Tornado,70,Grass,#81,19.00%,Talon Tornado,85,Flying,#190,12.00%,Floral Fusion,****,#86,12.00%,Brave Bird,***,#193,12.00%,Fly,#391,14.00%,Miss,#1,26.00%
149,Mariluna,Fairy,Poison,Sludge Bomb,50,Poison,#143,10.00%,Poison Spike,80,Poison,#424,15.00%,Heavenly Hurricane,85,Fairy,#334,23.00%,Fairy Strike,55,Fairy,#332,10.00%,Venemous Vortex,****,#158,14.00%,Corrosive Vapors,**,#156,7.00%,Detect,#390,14.00%,Miss,#1,21.00%
150,Ignipurr,Fire,,Flame Charge,50,Fire,#36,7.00%,Flame Cannon,100,Fire,#39,10.00%,Eclipse Eruption,55,Dark,#296,12.00%,Flame Whirlwind,70,Fire,#45,13.00%,Hellfire,*****,#454,18.00%,Frighten,*,#299,17.00%,Protect,#377,13.00%,Miss,#1,23.00%
151,Tectospeed,Fire,Dark,Dark Void Vortex,100,Dark,#292,11.00%,Inferno Blitz,80,Fire,#37,19.00%,Infernal Explosion,85,Fire,#46,20.00%,Extreme Speed,85,Normal,#28,10.00%,Burn Up,**,#48,10.00%,Frighten,*,#299,8.00%,Counter,#389,11.00%,Miss,#1,22.00%
152,Nightwalker,Ghost,Undead,Deathly Decimation,120,Ghost,#258,19.00%,Nightshade Strike,100,Undead,#363,13.00%,Ghoulish Grab,40,Undead,#367,7.00%,Waterfall Charge,100,Water,#57,10.00%,Death's Dominion,****,#374,17.00%,Phantom Scream,*,#263,16.00%,Protect,#377,12.00%,Miss,#1,18.00%
153,Aeroquill,Fire,,Blaze Kick,30,Fire,#33,10.00%,Bump and Run,100,Normal,#20,25.00%,Quick Attack,40,Normal,#25,6.00%,Infernal Explosion,85,Fire,#46,9.00%,Screech,***,#31,12.00%,Taunt and Tease,****,#32,20.00%,Evade,#375,10.00%,Miss,#1,18.00%
154,Crysphynx,Fire,Ice,Flame Cannon,100,Fire,#39,17.00%,Frost Nova,80,Ice,#109,18.00%,Ice Power,75,Ice,#477,18.00%,Flame Whirlwind,70,Fire,#45,18.00%,Ice Wall,***,#121,5.00%,Molten Maelstrom,***,#49,6.00%,Dodge,#376,14.00%,Miss,#1,18.00%
155,Vulkinder,Fire,Ice,Arctic Avalanche,120,Ice,#114,22.00%,Fire Ball,80,Fire,#418,13.00%,Fire Power,75,Fire,#473,12.00%,Ice Power,75,Ice,#477,8.00%,Molten Maelstrom,***,#49,10.00%,Ice Wall,***,#121,13.00%,Parry,#388,17.00%,Miss,#1,22.00%
156,Flameflow,Fire,,Flame Charge,50,Fire,#36,12.00%,Ice Fang,50,Ice,#108,10.00%,Ember Wheel,40,Fire,#43,10.00%,Flame Whirlwind,70,Fire,#45,9.00%,Pheonix Fury,****,#50,25.00%,Ice Wall,***,#121,16.00%,Protect,#377,12.00%,Miss,#1,18.00%
157,Blazeray,Fire,,Heat Wave,50,Fire,#35,11.00%,Incinerate,100,Fire,#40,23.00%,Inferno Blitz,80,Fire,#37,22.00%,Quick Attack,40,Normal,#25,12.00%,Fire Cloak,*,#47,6.00%,Hellfire,*****,#454,4.00%,Protect,#377,10.00%,Miss,#1,22.00%
158,Infernion,Fire,Flying,Soaring Strike,80,Flying,#182,15.00%,World-ending Fire,120,Dragon,#276,26.00%,Cyclone Kick,55,Flying,#188,9.00%,Smack Down,70,Fighting,#135,13.00%,Fire Cloak,*,#47,10.00%,Hellfire,*****,#454,8.00%,Fly,#391,15.00%,Miss,#1,19.00%
159,Aquapelt,Ice,Water,Hydro Cannon,80,Water,#56,10.00%,Hail Scatter,80,Ice,#422,14.00%,Crystal Crush,85,Ice,#118,16.00%,Drenching Downpour,85,Water,#64,13.00%,Ice Wall,***,#121,16.00%,Briny Blast,****,#68,11.00%,Protect,#377,15.00%,Miss,#1,20.00%
160,Mushrose,Grass,Poison,Bramble Barrage,80,Grass,#73,13.00%,Poison Spike,80,Poison,#424,7.00%,Sludge Cannon,55,Poison,#152,11.00%,Poison Strike,75,Poison,#489,8.00%,Corrosive Vapors,**,#156,21.00%,Toxic Wasteland,*****,#460,25.00%,Protect,#377,10.00%,Miss,#1,15.00%
161,Skyshimmer,Flying,Poison,Hurricane,100,Flying,#183,11.00%,Venom Nova,125,Poison,#403,8.00%,Venom Pounce,70,Poison,#153,16.00%,Whirlwind Whack,70,Flying,#189,11.00%,Corrosive Vapors,**,#156,21.00%,Acid Rain,***,#157,18.00%,Riftwalk,#381,17.00%,Miss,#1,15.00%
162,Mushgloom,Ghost,Ground,Sludge Bomb,50,Poison,#143,12.00%,Spectral Beam,50,Ghost,#252,9.00%,Night Terror,70,Ghost,#261,12.00%,Noxious Eruption,85,Poison,#154,12.00%,Sandstorm Shield,****,#176,17.00%,Soul Drain,***,#265,25.00%,Protect,#377,12.00%,Miss,#1,13.00%
163,Zephantom,Ghost,Ground,Rock Tomb Collapse,120,Ground,#168,15.00%,Roots Below,125,Grass,#400,12.00%,Night Terror,70,Ghost,#261,18.00%,Venom Pounce,70,Poison,#153,13.00%,Acid Rain,***,#157,7.00%,Soul Drain,***,#265,9.00%,Shadow Swap,#382,17.00%,Miss,#1,26.00%
164,Celestallion,Cosmic,Normal,Giga Slam,100,Normal,#21,11.00%,Thunderbolt Blitz,120,Electric,#96,13.00%,Aurora Blast,55,Cosmic,#350,9.00%,Chlorophyll Charge,85,Grass,#82,8.00%,Space Time Warp,**,#354,17.00%,Taunt and Tease,****,#32,19.00%,Protect,#377,12.00%,Miss,#1,23.00%
165,Nimbolus,Normal,,Bump and Run,100,Normal,#20,16.00%,Meteoric Impact,125,Rock,#408,9.00%,Snuggle Tackle,70,Normal,#27,14.00%,Close Combat,85,Fighting,#136,15.00%,Screech,***,#31,12.00%,Iron Defense,**,#318,11.00%,Protect,#377,10.00%,Miss,#1,23.00%
